number,close_notes
INC0631304,"From: Scheuber, Sarah <Sarah.Scheuber@ejgallo.com> 
Sent: Tuesday, March 5, 2019 10:05 PM
To: PG, Ravindran <Ravindran.PG@ejgallo.com>
Cc: Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>
Subject: RE: INC0631304 - Item 05257OS is showing at plant 1100 as PMIC (Ship off the line), but it is not eligible for ship off the line.

The issue with ship off the line appears to be resolved.  There is something else going on, but I will look at that and open a new ticket if needed.

Sarah


From: PG, Ravindran 
Sent: Tuesday, March 05, 2019 4:44 AM
To: Scheuber, Sarah <Sarah.Scheuber@ejgallo.com>
Cc: Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>
Subject: INC0631304 - Item 05257OS is showing at plant 1100 as PMIC (Ship off the line), but it is not eligible for ship off the line.

Hi Sarah,

This is regarding to incident #INC0631304. Looks like master data is corrected, could you please verify and provide your confirmation to close the incident.

Thanks !

Regards,
Ravindran PG"
INC0631215,
INC0631041,Code moved to P01 and confirmed the changes.
INC0630807,Resolved as this is the way how Automic works. 
INC0630646,Re-running the job and had Automic increase the time. 
INC0630432,"This report is getting refreshed on daily basis, and user also validated the same and confirmed, hence proceeding with ticket closure."
INC0630212,Per Rita - This can be closed for now.  We are still working through issues regarding Tasting Rooms and Employee Store shipment history. 
INC0629874,System is working as designed.  The current solution if MOD RDC (1151_0001) has been oversupplied inventory is to transfer back to MOD CDC (1151_0005) in S/4.
INC0629798,Issue resolved.
INC0629759,"User (Brain Boone) was trying to run copy operator while optimizer run, due to which deadlock occurred and job failed in IBP."
INC0629563,"Hi Todd,

We could see Independent requirement are getting updated for Material  0505201OS  @ 1100 and  Planned orders also started generating for the same in S/4 now.

 Issue is resolved, hence proceeding with ticket closure, kindly revert back to us in case of any concerns.

Thanks !

Kind Regards,
Ravindran PG"
INC0629188,Data is corrected. Next load from S4 to IBP Demand should pull this customer.
INC0629175,Created REQ0090303
INC0629130,Independent demand is now showing for 01639OS.  OS1 inventory was reclassed to OS.  Inclusion will be ended for OS1 today.  Demand was manually moved to OS in the meantime.
INC0628934,"There was an issue Automic setup to trigger the job in middle, this has been take care by support team and triggered the required jobs manually through Automic .

Kind Regards,
Ravindran PG"
INC0628615,"Issue is no more in the system, just an  one time occurrence, user confirm to close the incident."
INC0628382,Code changed to look at product level vs. order level. 
INC0628278,User needed to take one more planning run to reflect the issue.
INC0628020,
INC0627956,"There was an temporary issue in Automic, jobs were triggered manually, hence proceeding with ticket closure."
INC0627593,"If new issues arise turn in additional tickets with specific SKU info. The gap is now less than 100,000 over 2 years so we are closing the issue at this time."
INC0627507,Resolved
INC0627313,INC0627238
INC0627238,Moved via Code fix. 
INC0627123,Demand states were mapped and file uploaded in production. 
INC0627069,"As discussed, the new item forecast run effected the Canada la marca forecast because it was incorrectly run at Product ID/Country level for Canada. In the future we will be fixing this by changing the level at which the New product forecast is run for Canada and as well as running the No Stat forecast as default."
INC0627061,Code change to accommodate appropriate lead time
INC0626585,Manually pushed via CCR. Jag working with SAP on the permanent fix. 
INC0625484,Fix moved to prod. Manual creation of STO was used till now. Re-processing will be tested only when STO's failed. 
INC0625104,closed
INC0625085,This one can be closed. I checked with SCA and Meg.
INC0624605,
INC0624581,"Hi Jason,

There is no further updates from your end on this, we assume that reported issue is no longer exist, hence proceeding with ticket closure.

Please feel free to reach out to us in case of any concerns.

Kind Regards,
Ravindran PG"
INC0624382,This is a similar issue reported in INC0627507 and marking this as duplicate.
INC0624312,
INC0624274,Fixed the automic job sequencing issue. 
INC0624167,History is coming in for both 04092 and 04093. This will be a change for the users to start forecasting both the 6pk and 12pk items.
INC0624082,"From: PG, Ravindran 
Sent: Wednesday, February 27, 2019 3:13 PM
To: Nguyen, Joseph <Joseph.Nguyen@ejgallo.com>
Cc: Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>
Subject: RE: INC0624082 - Seasonality missing for VMI markets

Hi Joseph,

Thanks for the updates.

Regards,
Ravindran PG
Support Team- APO
Mob: +91-9176619791

From: Nguyen, Joseph <Joseph.Nguyen@ejgallo.com> 
Sent: Wednesday, February 27, 2019 4:27 AM
To: PG, Ravindran <Ravindran.PG@ejgallo.com>
Cc: Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>
Subject: RE: INC0624082 - Seasonality missing for VMI markets

Hi Ravindran,

It looks like our stat model assignment was changed.  We will need to choose another model and parameters.  No other work to be done here, you can close the  case.

Thanks!

From: PG, Ravindran 
Sent: Tuesday, February 26, 2019 8:09 AM
To: Nguyen, Joseph <Joseph.Nguyen@ejgallo.com>
Cc: Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>
Subject: RE: INC0624082 - Seasonality missing for VMI markets

Hi Joseph,

Thanks for your time, As discussed, after checking with Vijay please reach out to me in case of any help needed from our end.

Regards,
Ravindran PG"
INC0623949,Duplicate incident INC0623947
INC0623947,
INC0623882,IBP Fixed and SCM is fixing on their end. Ticket still open with SCM.
INC0623775,HCI config fixed. 
INC0623771,Another incident raised by Courtney - INC0628382 is being worked.
INC0623759,TR moved successfully to P01 and validated the configuration in P01. marking the ticket as resolved.
INC0623751,All users have validated they can upload the matrix.
INC0623553,
INC0623539,Code change moved to production.
INC0623487,STOs are not getting created as there isn't sufficient Stock.
INC0623439,Validated the changes in production.
INC0623415,Country is now showing up
INC0623367,
INC0623364,Combinations have been generated
INC0623347,Closed by Caller
INC0622978,Hi Julia - This is being dealt with the REQ0089834. So closing out the current incident.
INC0622799,We have another similar incident INC0627507 and marking this as duplicate.
INC0622735,Worked with Derek on this. 
INC0622196,"To: Oliver

Reported Issue: Following Planning Materials are not visible in the SAP Fiori App on Country Level in Planning View MTHPMCOUNTRY

Analysis / Action Taken:

We have validated the Planning material  in IBP web - Assign forecast model  - MTHPMCOUNTRY.

Initially country code (DK - Denmark) was not there against the  reported  product.

We have manually loaded the product and country with Keyfgures in Excel Add-in  and performed statistical forecasting

KF: 
Main Input for Forecasting Steps - Shipment History (Final) 
Target Key Figure for Forecast -ASSIGNEDMODELFCST

Post execution, validated the country  code in Web ui (Assign Forecast model - MTHPMCOUNTRY)

Used crosschecked the same and confirmed for ticket closure, hence proceeding with ticket closure.

Kind Regards,
Ravindran PG "
INC0622047,"To: Oliver

Reported Issue: Following Planning Materials are not visible in the SAP Fiori App on Country Level in Planning View MTHPMCOUNTRY

Analysis / Action Taken:

We have validated the Planning material  in IBP web - Assign forecast model  - MTHPMCOUNTRY.

Initially country code (PL - Poland) was not there against the  reported  product.

We have manually loaded the product and country with Keyfgures in Excel Add-in  and performed statistical forecasting

KF: 
Main Input for Forecasting Steps - Shipment History (Final) 
Target Key Figure for Forecast -ASSIGNEDMODELFCST

Post execution, validated the country  code in Web ui (Assign Forecast model - MTHPMCOUNTRY)

Used crosschecked the same and confirmed for ticket closure, hence proceeding with ticket closure.

Kind Regards,
Ravindran PG "
INC0621143,
INC0620963,"Hi Mollie,

As discussed – Point 1 & 2a. are not the current state of S4 as IBP was - as of yesterday.

For 2b, In Stock overview app, selection, please make sure you remove the ""No Zero Stock Lines"" checkbox and run the product 0289518OS @ 1151. 

In the next screen, you will get a bunch of stock RDC & CDC. Double-click a specific stock,

 

This will show the restricted stock. Apparently it isn't displayed in the initial screen giving wrong picture.

Thanks,
Uthaman"
